cantimestamp;datetimestamp;deviceid;antennaID;data
3012660637;08.06.2021 00:03:10:414;19;2;900133000459719
3013109930;08.06.2021 00:03:10:714;19;2;
3013111370;08.06.2021 00:03:10:715;19;2;900133000459693
3013411639;08.06.2021 00:03:10:921;19;2;
3013516049;08.06.2021 00:03:10:984;19;1;900133000459719
3014013738;08.06.2021 00:03:11:316;19;1;
3014129379;08.06.2021 00:03:11:423;19;1;900133000459693
3014430897;08.06.2021 00:03:11:594;19;1;
3014532535;08.06.2021 00:03:11:674;19;1;900133000459693
3014832972;08.06.2021 00:03:11:862;19;1;
3019164412;08.06.2021 00:03:14:749;19;1;900133000459719
3019515008;08.06.2021 00:03:14:983;19;1;
3019557619;08.06.2021 00:03:15:012;19;2;900133000459719
3019854323;08.06.2021 00:03:15:210;19;2;
3019855763;08.06.2021 00:03:15:211;19;2;900133000459693
3020156836;08.06.2021 00:03:15:419;19;2;
3030361422;08.06.2021 00:03:22:214;19;2;900133000459719
3030662459;08.06.2021 00:03:22:416;19;2;
3030705214;08.06.2021 00:03:22:444;19;1;900133000459719
3031104937;08.06.2021 00:03:22:710;19;1;
3031212779;08.06.2021 00:03:22:783;19;1;900133000459693
3032202806;08.06.2021 00:03:23:442;19;1;
3034269630;08.06.2021 00:03:24:821;19;1;900133000459719
3034570187;08.06.2021 00:03:25:021;19;1;
3034662848;08.06.2021 00:03:25:083;19;2;900133000459719
3035013179;08.06.2021 00:03:25:316;19;2;
3067488274;08.06.2021 00:03:46:969;17;1;900133000459719
3067986297;08.06.2021 00:03:47:299;17;1;
3068471230;08.06.2021 00:03:47:623;17;2;900133000459719
3069333771;08.06.2021 00:03:48:198;17;2;
3069335199;08.06.2021 00:03:48:199;17;2;900133000459693
3070070158;08.06.2021 00:03:48:689;17;2;
3073916032;08.06.2021 00:03:51:252;3;1;900133000459719
3075052465;08.06.2021 00:03:52:011;3;1;
3075931318;08.06.2021 00:03:52:596;3;2;900133000459719
3076233228;08.06.2021 00:03:52:798;3;2;
3076362632;08.06.2021 00:03:52:884;3;2;900133000459693
3076861193;08.06.2021 00:03:53:217;3;2;
3182383729;08.06.2021 00:05:03:567;3;2;900133000459719
3182531146;08.06.2021 00:05:03:681;3;1;900133000459719
3182978939;08.06.2021 00:05:03:964;3;1;
3182979707;08.06.2021 00:05:03:964;3;2;
3183514102;08.06.2021 00:05:04:320;3;1;900133000459719
3184159627;08.06.2021 00:05:04:751;3;1;
3376050745;08.06.2021 00:07:12:683;3;1;900133000459719
3376548134;08.06.2021 00:07:13:014;3;1;
3376577641;08.06.2021 00:07:13:034;3;1;900133000459693
3376789039;08.06.2021 00:07:13:176;3;2;900133000459719
3376927623;08.06.2021 00:07:13:267;3;1;
3376990201;08.06.2021 00:07:13:309;3;1;900133000459719
3377286820;08.06.2021 00:07:13:507;3;2;
3377385481;08.06.2021 00:07:13:573;3;1;
